event_date,event_name,industry_code,real_CAR,real_dir,final_dir,dir_correct,MAE,RMSE,DirectionAcc,Coverage_95,Sharpe,WinRate,triggered,ts_pre_signal,llm_signal,disagreement,debate_abstained,debate_confidence,reld_r_ind,reld_r_mkt,reld_beats_market,event_VaR,expected_MDD,tail_prob,risk_lo,risk_hi,dispersion,event_VaR_T1,expected_MDD_T1,tail_prob_T1,risk_lo_T1,risk_hi_T1,event_VaR_T5,expected_MDD_T5,tail_prob_T5,risk_lo_T5,risk_hi_T5,event_VaR_T20,expected_MDD_T20,tail_prob_T20,risk_lo_T20,risk_hi_T20,CAR_dir_T1,CAR_dir_T3,CAR_dir_T5,CAR_dir_T10
2021-07-09,央行宣布全面下调金融机构存款准备金率0.5个百分点（自7月15日起实施,801790,0.004619,+,-,False,0.0119,0.0156,0.625,1.0,0.8287,0.5833,False,-,,False,,,,,,-0.10213,0.04947,0.05,-0.11415,0.05681,0.0,-0.03814,0.01111,0.05,-0.04462,0.03022,-0.10213,0.04947,0.05,-0.11415,0.05681,-0.2176,0.12396,0.05,-0.24004,0.08867,True,False,False,False
2021-07-09,央行宣布全面下调金融机构存款准备金率0.5个百分点（自7月15日起实施,801180,-0.019353,-,-,True,0.0115,0.0166,0.5417,0.8333,-0.8928,0.5,False,-,,False,,,,,,-0.0647,0.03044,0.05,-0.07569,0.06174,0.0,-0.0313,0.00896,0.05,-0.0367,0.02569,-0.0647,0.03044,0.05,-0.07569,0.06174,-0.10645,0.0636,0.05,-0.12593,0.14184,True,True,True,True
2021-07-26,教育双减政策：学科类培训机构不得上市融资,801760,-0.01686,-,+,False,0.0147,0.0182,0.375,0.625,-2.5903,0.375,False,-,-,False,,,,,,0.00221,0.00416,0.05,-0.00255,0.06588,0.0,-0.0063,0.00087,0.05,-0.00894,0.0216,0.00221,0.00416,0.05,-0.00255,0.06588,0.03113,0.01439,0.05,0.02081,0.15621,False,False,False,False
2021-09-02,国家在服贸会致辞中宣布设立北京证券交易所,801790,0.018625,+,+,True,0.0508,0.0531,0.4167,1.0,-1.4316,0.4167,True,-,+,True,,,,,,0.2651,1e-05,0.05,0.2514,0.42526,0.0,0.03102,0.0,0.05,0.02381,0.10708,0.2651,1e-05,0.05,0.2514,0.42526,0.89564,0.00103,0.05,0.86969,1.2169,True,True,True,True
2021-09-02,国家在服贸会致辞中宣布设立北京证券交易所,801780,0.0032,+,-,False,0.0152,0.0188,0.5417,0.9583,-1.3127,0.5417,False,-,-,False,,,,,,-0.14991,0.08488,0.05,-0.16182,0.00378,0.0,-0.04962,0.01978,0.129,-0.05606,0.01833,-0.14991,0.08488,0.05,-0.16182,0.00378,-0.35761,0.23595,0.05,-0.3805,-0.06025,False,False,False,False
2021-09-02,国家在服贸会致辞中宣布设立北京证券交易所,801750,0.002422,+,-,False,0.0121,0.0146,0.5,1.0,-0.2114,0.5,False,+,-,True,,,,,,-0.10958,0.06142,0.05,-0.11861,0.00839,0.0,-0.03611,0.01436,0.186,-0.0408,0.01343,-0.10958,0.06142,0.05,-0.11861,0.00839,-0.29183,0.19567,0.05,-0.30905,-0.06121,True,False,False,False
2021-10-08,市场监管总局对美团作出反垄断行政处罚决定（罚款34.42亿元，按202,801760,0.019664,+,-,False,0.0108,0.0139,0.625,0.9167,-0.5086,0.5833,False,-,,False,,,,,,-0.05033,0.02439,0.05,-0.05737,0.03886,0.0,-0.0243,0.00717,0.05,-0.02838,0.01878,-0.05033,0.02439,0.05,-0.05737,0.03886,-0.12384,0.07357,0.05,-0.13722,0.05013,False,False,False,False
2021-10-08,市场监管总局对美团作出反垄断行政处罚决定（罚款34.42亿元，按202,801750,0.017407,+,+,True,0.009,0.0108,0.5,1.0,-1.5242,0.4583,False,+,-,True,,,,,,-0.03024,0.01521,0.05,-0.03739,0.06844,0.0,-0.01979,0.00476,0.05,-0.02377,0.02229,-0.03024,0.01521,0.05,-0.03739,0.06844,-0.05578,0.04214,0.05,-0.07027,0.14144,True,True,True,True
2021-11-26,国家组织胰岛素专项集中带量采购产生拟中选结果（42个产品、11家企业中,801150,-0.01842,-,+,False,0.0095,0.0115,0.4167,0.9583,-2.4074,0.4167,False,+,-,True,,,,,,-0.01447,0.01166,0.05,-0.02218,0.08653,0.0,-0.01419,0.00233,0.05,-0.01862,0.03246,-0.01447,0.01166,0.05,-0.02218,0.08653,-0.04805,0.04167,0.05,-0.06356,0.14889,False,True,False,True
2021-12-03,2021年国家医保药品目录谈判调整结果公布（新增74种药品，谈判新增药,801150,-0.025461,-,+,False,0.013,0.0166,0.5833,1.0,-0.3401,0.5833,False,+,-,True,,,,,,0.01113,0.01004,0.05,-0.00317,0.17803,0.0,-0.01474,0.00194,0.05,-0.02184,0.06023,0.01113,0.01004,0.05,-0.00317,0.17803,0.0942,0.03133,0.05,0.06886,0.41461,True,False,True,False
2021-12-06,央行全面降准0.5个百分点，释放长期资金约1.2万亿元,801780,-0.022146,-,-,True,0.0069,0.0088,0.5,1.0,-3.4216,0.4583,False,-,,False,,,,,,-0.07088,0.03357,0.05,-0.08012,0.05125,0.0,-0.02793,0.00755,0.05,-0.033,0.02551,-0.07088,0.03357,0.05,-0.08012,0.05125,-0.12482,0.07059,0.05,-0.14263,0.11583,False,False,False,False
2021-12-06,央行全面降准0.5个百分点，释放长期资金约1.2万亿元,801790,0.004962,+,-,False,0.0083,0.0098,0.5,1.0,-2.0777,0.4583,False,-,,False,,,,,,-0.0516,0.02412,0.05,-0.05972,0.0476,0.0,-0.02524,0.00713,0.05,-0.02965,0.02121,-0.0516,0.02412,0.05,-0.05972,0.0476,-0.09054,0.05298,0.05,-0.1052,0.10337,False,False,False,True
2021-12-06,央行全面降准0.5个百分点，释放长期资金约1.2万亿元,801180,-0.022505,-,-,True,0.0121,0.0162,0.3333,0.9583,-5.6955,0.2917,False,-,,False,,,,,,-0.07118,0.03379,0.05,-0.08281,0.06714,0.0,-0.0371,0.01129,0.05,-0.04317,0.02695,-0.07118,0.03379,0.05,-0.08281,0.06714,-0.11491,0.06863,0.05,-0.13788,0.15511,False,False,False,False
2021-12-20,LPR下调：1年期降至3.80%(-5bp)，5年期维持4.65%不变,801780,-0.006363,-,-,True,0.0117,0.0138,0.5,1.0,-3.1358,0.4583,False,-,+,True,,,,,,-0.10995,0.06229,0.05,-0.11874,0.00536,0.0,-0.03553,0.01372,0.11,-0.04027,0.01452,-0.10995,0.06229,0.05,-0.11874,0.00536,-0.2688,0.17704,0.05,-0.2877,-0.04657,True,True,True,True
2021-12-20,LPR下调：1年期降至3.80%(-5bp)，5年期维持4.65%不变,801790,-0.007883,-,-,True,0.0084,0.01,0.4583,0.9583,0.5271,0.4583,False,+,+,False,,,,,,-0.0478,0.02296,0.05,-0.05346,0.02852,0.0,-0.0207,0.00689,0.087,-0.02385,0.01247,-0.0478,0.02296,0.05,-0.05346,0.02852,-0.15199,0.09296,0.05,-0.16388,-0.00051,True,True,True,True
2022-01-17,中国人民银行下调1年期MLF利率10个基点至2.85%、7天期逆回购利,801780,0.029316,+,-,False,0.0152,0.0194,0.5417,0.7917,-1.3409,0.5,False,-,+,True,,,,,,-0.11538,0.08569,0.5,-0.1204,-0.05142,0.0,-0.03319,0.01999,0.5,-0.03589,-0.00469,-0.11538,0.08569,0.5,-0.1204,-0.05142,-0.3073,0.25073,0.05,-0.31711,-0.1824,True,False,False,False
2022-01-17,中国人民银行下调1年期MLF利率10个基点至2.85%、7天期逆回购利,801790,0.006263,+,-,False,0.0132,0.0162,0.4583,0.7083,2.0426,0.4583,False,-,+,True,,,,,,-0.07355,0.04357,0.05,-0.07843,-0.00558,0.0,-0.02446,0.01049,0.1215,-0.02743,0.00684,-0.07355,0.04357,0.05,-0.07843,-0.00558,-0.16753,0.11018,0.05,-0.17931,-0.03283,False,False,False,True
2022-01-17,中国人民银行下调1年期MLF利率10个基点至2.85%、7天期逆回购利,801180,0.018132,+,-,False,0.0492,0.054,0.4583,1.0,0.5062,0.4583,True,-,+,True,,,,,,-0.44029,0.35931,0.5,-0.4542,-0.26692,0.0,-0.11927,0.08316,0.5,-0.12666,-0.04139,-0.44029,0.35931,0.5,-0.4542,-0.26692,-1.19747,0.97967,0.5,-1.22296,-0.85952,False,False,False,True
2022-01-20,LPR双降：1年期降至3.70%(-10bp)，5年期降至4.60%(,801780,0.029385,+,-,False,0.0146,0.0187,0.5833,0.8333,-0.2151,0.5833,False,-,+,True,,,,,,-0.11098,0.07911,0.4105,-0.11608,-0.04209,0.0,-0.03063,0.01738,0.5,-0.03335,-0.00198,-0.11098,0.07911,0.4105,-0.11608,-0.04209,-0.31685,0.25519,0.05,-0.32736,-0.18158,False,False,False,False
2022-01-20,LPR双降：1年期降至3.70%(-10bp)，5年期降至4.60%(,801790,0.003165,+,-,False,0.013,0.0168,0.5,0.875,2.2644,0.5,False,+,+,False,,,,,,-0.07837,0.04285,0.05,-0.08519,0.00835,0.0,-0.02608,0.00942,0.134,-0.02978,0.01289,-0.07837,0.04285,0.05,-0.08519,0.00835,-0.18089,0.11343,0.05,-0.19454,-0.01,False,False,True,True
2022-01-20,LPR双降：1年期降至3.70%(-10bp)，5年期降至4.60%(,801180,-0.020592,-,-,True,0.0132,0.0165,0.5417,0.875,2.0384,0.5417,False,+,+,False,,,,,,-0.11633,0.06702,0.05,-0.12578,0.0013,0.0,-0.03834,0.01531,0.2185,-0.04331,0.01407,-0.11633,0.06702,0.05,-0.12578,0.0013,-0.26973,0.17304,0.05,-0.28785,-0.03457,True,True,True,True
2022-01-20,LPR双降：1年期降至3.70%(-10bp)，5年期降至4.60%(,801710,-0.040695,-,-,True,0.0141,0.0176,0.5417,0.7917,3.2657,0.5,False,-,+,True,,,,,,-0.09309,0.05089,0.05,-0.10164,0.00907,0.0,-0.03398,0.01396,0.1295,-0.03827,0.01128,-0.09309,0.05089,0.05,-0.10164,0.00907,-0.21047,0.1316,0.05,-0.22448,-0.00938,True,True,True,True
2022-01-24,中国人民银行下调14天期逆回购利率10个基点,801780,0.024658,+,-,False,0.0109,0.0144,0.625,0.8333,1.1378,0.5833,False,-,+,True,,,,,,-0.09226,0.06269,0.173,-0.09754,-0.02777,0.0,-0.02898,0.01546,0.365,-0.03176,0.00037,-0.09226,0.06269,0.173,-0.09754,-0.02777,-0.24178,0.18476,0.05,-0.25238,-0.11391,True,True,True,False
2022-01-24,中国人民银行下调14天期逆回购利率10个基点,801790,-0.001646,-,-,True,0.0117,0.0155,0.5833,0.625,1.6328,0.5833,False,-,,False,,,,,,-0.03945,0.01937,0.05,-0.04383,0.01849,0.0,-0.01442,0.00434,0.05,-0.0168,0.01069,-0.03945,0.01937,0.05,-0.04383,0.01849,-0.05257,0.03215,0.05,-0.06119,0.06077,True,True,True,False
2022-01-24,中国人民银行下调14天期逆回购利率10个基点,801180,0.004332,+,-,False,0.011,0.0143,0.5833,0.875,4.5028,0.5417,False,-,,False,,,,,,-0.0584,0.02765,0.05,-0.06763,0.05464,0.0,-0.02855,0.00864,0.05,-0.03325,0.02099,-0.0584,0.02765,0.05,-0.06763,0.05464,-0.11511,0.06628,0.05,-0.13257,0.10763,False,True,True,False
2022-04-15,央行降准0.25个百分点：释放长期资金约5300亿元,801780,0.025073,+,-,False,0.0111,0.0154,0.6667,0.9583,3.5534,0.6667,False,-,+,True,,,,,,-0.11138,0.05678,0.05,-0.12316,0.03595,0.0,-0.04045,0.01281,0.0615,-0.04685,0.02708,-0.11138,0.05678,0.05,-0.12316,0.03595,-0.25834,0.15295,0.05,-0.28111,0.02681,False,True,True,True
2022-04-15,央行降准0.25个百分点：释放长期资金约5300亿元,801790,0.004824,+,-,False,0.0153,0.0195,0.375,0.9167,-3.2231,0.3333,False,-,,False,,,,,,-0.09038,0.04233,0.05,-0.10253,0.06741,0.0,-0.03906,0.01109,0.05,-0.04585,0.03255,-0.09038,0.04233,0.05,-0.10253,0.06741,-0.17871,0.09927,0.05,-0.20362,0.13202,False,True,True,True
2022-04-15,央行降准0.25个百分点：释放长期资金约5300亿元,801180,-0.011641,-,-,True,0.0246,0.0308,0.5417,1.0,2.3734,0.5417,False,+,+,False,,,,,,-0.2193,0.10899,0.05,-0.24527,0.08956,0.0,-0.08588,0.02818,0.0805,-0.09907,0.05333,-0.2193,0.10899,0.05,-0.24527,0.08956,-0.51912,0.2969,0.05,-0.57282,0.08777,False,False,True,True
2022-04-25,中国人民银行下调金融机构外汇存款准备金率1个百分点（9%→8%），5月,801780,-0.032975,-,+,False,0.0339,0.038,0.3333,1.0,-3.8739,0.3333,True,+,+,False,,,,,,0.12968,0.0014,0.05,0.11472,0.32327,0.0,0.00506,0.0003,0.05,-0.0031,0.09108,0.12968,0.0014,0.05,0.11472,0.32327,0.46928,0.01127,0.05,0.43986,0.84621,False,False,False,False
2022-04-25,中国人民银行下调金融机构外汇存款准备金率1个百分点（9%→8%），5月,801790,-0.045323,-,+,False,0.0153,0.0206,0.5,1.0,-1.1206,0.5,False,-,+,True,,,,,,-0.05331,0.02888,0.05,-0.07114,0.17364,0.0,-0.0321,0.00555,0.05,-0.04136,0.06567,-0.05331,0.02888,0.05,-0.07114,0.17364,-0.0617,0.07151,0.05,-0.09642,0.38676,False,False,False,False
2022-04-25,中国人民银行下调金融机构外汇存款准备金率1个百分点（9%→8%），5月,801180,-0.038942,-,-,True,0.0197,0.0255,0.625,1.0,3.1204,0.625,False,+,+,False,,,,,,-0.24356,0.11584,0.05,-0.28114,0.14263,0.0,-0.09879,0.0281,0.0615,-0.11592,0.08197,-0.24356,0.11584,0.05,-0.28114,0.14263,-0.57713,0.32451,0.05,-0.63722,0.14868,True,True,True,True
2022-05-20,LPR非对称下调：1年期维持3.70%，5年期大降至4.45%(-15,801180,-0.046473,-,-,True,0.0136,0.0181,0.5833,1.0,1.9315,0.5833,False,+,+,False,,,,,,-0.28441,0.13501,0.05,-0.31785,0.1622,0.0,-0.11441,0.03267,0.058,-0.13419,0.09424,-0.28441,0.13501,0.05,-0.31785,0.1622,-0.66847,0.36581,0.05,-0.73478,0.20608,True,True,True,True
2022-05-20,LPR非对称下调：1年期维持3.70%，5年期大降至4.45%(-15,801710,-0.003947,-,-,True,0.0128,0.0159,0.375,1.0,-6.3355,0.375,False,-,,False,,,,,,-0.16407,0.07915,0.05,-0.18385,0.09467,0.0,-0.06176,0.01733,0.05,-0.07259,0.05257,-0.16407,0.07915,0.05,-0.18385,0.09467,-0.30078,0.16741,0.05,-0.33937,0.18697,False,True,False,False
2022-08-15,中国人民银行下调1年期MLF利率10个基点至2.75%、7天期逆回购利,801780,-0.008638,-,-,True,0.0104,0.0125,0.5417,1.0,1.3417,0.5417,False,-,+,True,,,,,,-0.11322,0.06073,0.05,-0.12447,0.02065,0.0,-0.03756,0.01309,0.102,-0.04305,0.0203,-0.11322,0.06073,0.05,-0.12447,0.02065,-0.25144,0.15109,0.05,-0.27161,0.00872,True,True,True,True
2022-08-15,中国人民银行下调1年期MLF利率10个基点至2.75%、7天期逆回购利,801790,-0.006747,-,-,True,0.0093,0.0132,0.5,0.9583,-0.503,0.4167,False,-,,False,,,,,,-0.06009,0.02803,0.05,-0.06959,0.06092,0.0,-0.02694,0.00703,0.05,-0.03199,0.02628,-0.06009,0.02803,0.05,-0.06959,0.06092,-0.12157,0.06939,0.05,-0.13864,0.11467,True,False,True,False
2022-08-15,中国人民银行下调1年期MLF利率10个基点至2.75%、7天期逆回购利,801180,0.039362,+,-,False,0.0455,0.0497,0.5,1.0,-2.7121,0.5,True,-,+,True,,,,,,-0.46164,0.30042,0.0595,-0.49215,-0.1053,0.0,-0.14508,0.07133,0.2645,-0.16037,0.01629,-0.46164,0.30042,0.0595,-0.49215,-0.1053,-1.19376,0.85029,0.05,-1.25279,-0.50497,True,False,False,False
2022-08-22,LPR双降：1年期降至3.65%(-5bp)，5年期降至4.30%(-,801780,0.005133,+,-,False,0.0097,0.012,0.5,1.0,-1.1348,0.5,False,+,+,False,,,,,,-0.10479,0.06025,0.05,-0.11354,0.0015,0.0,-0.03553,0.01524,0.162,-0.03984,0.00993,-0.10479,0.06025,0.05,-0.11354,0.0015,-0.25087,0.16062,0.05,-0.26656,-0.0396,True,True,False,False
2022-08-22,LPR双降：1年期降至3.65%(-5bp)，5年期降至4.30%(-,801790,0.017386,+,-,False,0.0102,0.0132,0.7083,0.9583,4.8624,0.6667,False,-,+,True,,,,,,-0.12144,0.06036,0.05,-0.1364,0.04676,0.0,-0.04927,0.01733,0.0615,-0.05641,0.02605,-0.12144,0.06036,0.05,-0.1364,0.04676,-0.31311,0.18518,0.05,-0.34699,0.03095,True,True,False,False
2022-08-22,LPR双降：1年期降至3.65%(-5bp)，5年期降至4.30%(-,801180,-0.013031,-,-,True,0.0185,0.0225,0.5417,1.0,-0.3124,0.5417,False,-,+,True,,,,,,-0.23682,0.13643,0.05,-0.25784,0.00113,0.0,-0.08738,0.03622,0.0905,-0.09831,0.02804,-0.23682,0.13643,0.05,-0.25784,0.00113,-0.54282,0.34868,0.05,-0.58023,-0.09483,False,True,True,True
2022-08-22,LPR双降：1年期降至3.65%(-5bp)，5年期降至4.30%(-,801710,-0.02968,-,-,True,0.0117,0.0146,0.6667,1.0,5.5802,0.625,False,-,+,True,,,,,,-0.14722,0.07301,0.05,-0.16761,0.05879,0.0,-0.05068,0.01419,0.073,-0.05959,0.04336,-0.14722,0.07301,0.05,-0.16761,0.05879,-0.33498,0.20104,0.05,-0.36384,0.05963,False,True,True,True
2022-09-05,中国人民银行下调金融机构外汇存款准备金率2个百分点（8%→6%），9月,801780,0.003115,+,+,True,0.0098,0.0125,0.5417,0.9583,-2.1814,0.5417,False,-,+,True,,,,,,0.00862,0.00465,0.05,0.00187,0.09142,0.0,-0.00895,0.00128,0.05,-0.01245,0.02795,0.00862,0.00465,0.05,0.00187,0.09142,0.08263,0.01353,0.05,0.06975,0.24519,True,False,True,True
2022-09-05,中国人民银行下调金融机构外汇存款准备金率2个百分点（8%→6%），9月,801790,0.005172,+,-,False,0.0103,0.0142,0.5417,0.9583,2.9424,0.5417,False,-,+,True,,,,,,-0.09389,0.04553,0.05,-0.10302,0.04014,0.0,-0.03779,0.01249,0.05,-0.04356,0.0231,-0.09389,0.04553,0.05,-0.10302,0.04014,-0.22223,0.12892,0.05,-0.24281,0.03355,False,False,False,True
2022-09-05,中国人民银行下调金融机构外汇存款准备金率2个百分点（8%→6%），9月,801180,0.031812,+,-,False,0.0194,0.0257,0.5833,1.0,1.5179,0.5417,False,-,+,True,,,,,,-0.22754,0.12622,0.05,-0.24654,0.01298,0.0,-0.0618,0.02354,0.1185,-0.07015,0.02632,-0.22754,0.12622,0.05,-0.24654,0.01298,-0.49689,0.31024,0.05,-0.54154,-0.0098,False,False,False,False
2022-10-07,美国商务部BIS发布对华先进计算芯片及半导体制造设备出口管制新规(EA,801080,0.032727,+,+,True,0.0193,0.023,0.4167,0.9167,-0.3827,0.375,False,-,+,True,,,,,,-0.0105,0.01383,0.05,-0.02387,0.1547,0.0,-0.01815,0.0026,0.05,-0.02523,0.05661,-0.0105,0.01383,0.05,-0.02387,0.1547,0.03753,0.04071,0.05,0.0102,0.37144,False,False,True,True
2022-10-07,美国商务部BIS发布对华先进计算芯片及半导体制造设备出口管制新规(EA,801880,0.02913,+,+,True,0.021,0.0251,0.4583,1.0,2.0382,0.4583,False,+,+,False,,,,,,-0.03495,0.02584,0.05,-0.05618,0.22258,0.0,-0.03127,0.00495,0.05,-0.04154,0.07711,-0.03495,0.02584,0.05,-0.05618,0.22258,0.03139,0.0615,0.05,-0.00854,0.54984,False,True,True,True
2022-10-07,美国商务部BIS发布对华先进计算芯片及半导体制造设备出口管制新规(EA,801110,-0.019249,-,+,False,0.0148,0.0197,0.3333,0.7917,-6.4241,0.3333,False,+,+,False,,,,,,-0.01836,0.01123,0.05,-0.02608,0.0801,0.0,-0.0144,0.00246,0.05,-0.01862,0.03012,-0.01836,0.01123,0.05,-0.02608,0.0801,-0.01818,0.03306,0.05,-0.03428,0.17602,False,False,False,False
2022-10-07,美国商务部BIS发布对华先进计算芯片及半导体制造设备出口管制新规(EA,801890,0.074072,+,+,True,0.015,0.0186,0.625,1.0,4.1972,0.625,False,+,+,False,,,,,,-0.01873,0.0186,0.05,-0.03715,0.19008,0.0,-0.02983,0.00499,0.05,-0.03886,0.06539,-0.01873,0.0186,0.05,-0.03715,0.19008,0.05607,0.04724,0.05,0.02383,0.48041,False,True,True,True
2022-10-07,美国商务部BIS发布对华先进计算芯片及半导体制造设备出口管制新规(EA,801750,0.080184,+,+,True,0.0154,0.0197,0.625,0.875,5.4759,0.625,False,+,+,False,,,,,,0.01783,0.007,0.05,0.00645,0.15771,0.0,-0.01074,0.00138,0.05,-0.01641,0.04915,0.01783,0.007,0.05,0.00645,0.15771,0.13215,0.02139,0.05,0.10994,0.40713,False,True,True,True
2022-10-07,美国商务部BIS发布对华先进计算芯片及半导体制造设备出口管制新规(EA,801770,0.051686,+,+,True,0.0129,0.0157,0.5417,0.9583,2.5018,0.5417,False,-,+,True,,,,,,0.0107,0.00598,0.05,0.0024,0.12057,0.0,-0.01243,0.00176,0.05,-0.01739,0.0399,0.0107,0.00598,0.05,0.0024,0.12057,0.12285,0.01501,0.05,0.10595,0.3329,False,True,True,True
2022-10-07,美国商务部BIS发布对华先进计算芯片及半导体制造设备出口管制新规(EA,801030,0.031977,+,+,True,0.0162,0.0203,0.5,0.9583,0.8112,0.5,False,+,+,False,,,,,,0.00031,0.01176,0.05,-0.01274,0.16588,0.0,-0.02026,0.00302,0.05,-0.02761,0.05736,0.00031,0.01176,0.05,-0.01274,0.16588,0.09355,0.03104,0.05,0.06837,0.41794,False,True,True,True
2022-11-25,央行降准0.25个百分点：释放长期资金约5000亿元,801780,0.003452,+,-,False,0.0125,0.0166,0.5833,0.7917,-2.5508,0.5833,False,-,,False,,,,,,-0.04583,0.02273,0.05,-0.05164,0.02573,0.0,-0.01674,0.00439,0.05,-0.01986,0.01615,-0.04583,0.02273,0.05,-0.05164,0.02573,-0.09836,0.05491,0.05,-0.10964,0.04194,False,False,False,False
2022-11-25,央行降准0.25个百分点：释放长期资金约5000亿元,801790,0.012493,+,+,True,0.015,0.0192,0.4583,0.9167,1.9781,0.4583,False,+,+,False,,,,,,-0.03858,0.02507,0.05,-0.05675,0.13636,0.0,-0.03066,0.00511,0.05,-0.03996,0.06756,-0.03858,0.02507,0.05,-0.05675,0.13636,0.0047,0.04599,0.05,-0.02379,0.33048,True,True,True,True
2022-11-25,央行降准0.25个百分点：释放长期资金约5000亿元,801180,0.052558,+,+,True,0.0181,0.0259,0.375,0.9583,-4.4672,0.3333,False,+,,False,,,,,,-0.08472,0.04115,0.05,-0.1047,0.15115,0.0,-0.04868,0.0121,0.05,-0.0582,0.05182,-0.08472,0.04115,0.05,-0.1047,0.15115,-0.14245,0.09648,0.05,-0.18461,0.31062,False,True,True,True
2022-11-25,央行降准0.25个百分点：释放长期资金约5000亿元,801710,0.003928,+,-,False,0.0152,0.0191,0.5417,0.9583,-0.7221,0.5417,False,+,+,False,,,,,,-0.115,0.05639,0.05,-0.1268,0.04535,0.0,-0.03974,0.0122,0.0685,-0.04619,0.02835,-0.115,0.05639,0.05,-0.1268,0.04535,-0.25136,0.14548,0.05,-0.27675,0.06915,False,False,False,False
2022-11-28,房地产金融16条：支持房企合理融资需求,801180,-0.000644,-,+,False,0.0184,0.0242,0.4167,0.9583,-0.7371,0.4167,False,+,+,False,,,,,,-0.04459,0.02563,0.05,-0.05979,0.14283,0.0,-0.03104,0.00627,0.05,-0.03848,0.04741,-0.04459,0.02563,0.05,-0.05979,0.14283,-0.01401,0.05543,0.05,-0.04413,0.36158,False,True,True,True
2022-11-28,房地产金融16条：支持房企合理融资需求,801780,-0.006354,-,-,True,0.012,0.0158,0.4583,0.75,-3.7268,0.4583,False,-,,False,,,,,,-0.03974,0.01886,0.05,-0.04496,0.02426,0.0,-0.01641,0.00528,0.05,-0.01897,0.01063,-0.03974,0.01886,0.05,-0.04496,0.02426,-0.07846,0.04366,0.05,-0.08907,0.04666,True,False,False,False
2022-11-28,房地产金融16条：支持房企合理融资需求,801710,0.002945,+,+,True,0.0149,0.018,0.4167,0.875,0.4589,0.4167,False,-,+,True,,,,,,-0.04063,0.0203,0.05,-0.05098,0.09444,0.0,-0.02153,0.0039,0.05,-0.0274,0.04035,-0.04063,0.0203,0.05,-0.05098,0.09444,-0.03133,0.0439,0.05,-0.05352,0.2323,False,True,True,True
2023-02-01,证监会就全面实行股票发行注册制主要制度规则公开征求意见,801790,-0.008788,-,+,False,0.0145,0.0173,0.4583,1.0,-1.0883,0.4583,False,+,-,True,,,,,,-0.01636,0.01476,0.05,-0.02904,0.14503,0.0,-0.02304,0.00393,0.05,-0.02982,0.04851,-0.01636,0.01476,0.05,-0.02904,0.14503,0.02149,0.04068,0.05,-0.00275,0.33658,True,False,False,False
2023-02-01,证监会就全面实行股票发行注册制主要制度规则公开征求意见,801780,-0.009393,-,-,True,0.0069,0.0087,0.625,0.9583,3.692,0.5833,False,-,,False,,,,,,-0.04306,0.02036,0.05,-0.0494,0.04062,0.0,-0.01771,0.00443,0.05,-0.02116,0.01864,-0.04306,0.02036,0.05,-0.0494,0.04062,-0.06281,0.03937,0.05,-0.07502,0.10173,True,True,True,False
2023-02-01,证监会就全面实行股票发行注册制主要制度规则公开征求意见,801750,0.059277,+,-,False,0.016,0.0204,0.4583,0.8333,-4.3966,0.4583,False,+,+,False,,,,,,-0.07557,0.03767,0.05,-0.08529,0.03745,0.0,-0.02745,0.00821,0.112,-0.03201,0.02063,-0.07557,0.03767,0.05,-0.08529,0.03745,-0.16883,0.09659,0.05,-0.18645,0.04942,False,False,False,False
2023-02-17,证监会发布全面实行股票发行注册制相关制度规则（主板注册制正式落地）,801790,0.008809,+,-,False,0.0135,0.0187,0.5833,0.9583,1.4365,0.5833,False,-,+,True,,,,,,-0.15898,0.09384,0.05,-0.16998,-0.0084,0.0,-0.05079,0.01969,0.1125,-0.05755,0.02052,-0.15898,0.09384,0.05,-0.16998,-0.0084,-0.36998,0.24731,0.05,-0.39408,-0.08733,True,False,False,False
2023-02-17,证监会发布全面实行股票发行注册制相关制度规则（主板注册制正式落地）,801780,0.012383,+,+,True,0.0122,0.0139,0.5,0.9167,-0.7687,0.5,False,-,-,False,,,,,,0.01975,0.00315,0.05,0.01262,0.1027,0.0,-0.0056,0.0007,0.05,-0.00906,0.03082,0.01975,0.00315,0.05,0.01262,0.1027,0.12897,0.01064,0.05,0.11502,0.29425,False,True,True,True
2023-02-17,证监会发布全面实行股票发行注册制相关制度规则（主板注册制正式落地）,801750,-0.011665,-,-,True,0.0171,0.0222,0.5417,0.8333,-1.9858,0.5417,False,-,,False,,,,,,-0.08671,0.04072,0.05,-0.09782,0.06639,0.0,-0.03171,0.00795,0.05,-0.03786,0.03318,-0.08671,0.04072,0.05,-0.09782,0.06639,-0.19145,0.10788,0.05,-0.21613,0.10172,True,True,True,False
2023-03-17,央行降准0.25个百分点：释放长期资金约5000亿元,801780,-0.023531,-,-,True,0.0052,0.0068,0.7083,1.0,2.3563,0.6667,False,-,,False,,,,,,-0.04931,0.0229,0.05,-0.05627,0.04424,0.0,-0.0216,0.00615,0.05,-0.02534,0.01789,-0.04931,0.0229,0.05,-0.05627,0.04424,-0.06874,0.04394,0.05,-0.08439,0.11435,True,True,False,False
